event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0101,3,0,"[4.72, 1.91, 1.14]","[2.3145, -0.7983, 0.1332]","[0.0, 106.5033, 106.705]","[1.18111, -0.16902, -0.065]","[-1.58615, 0.17319, 0.06859]","[0.3297, 1.9469, 4.7808]","[0.1025, 0.0229, -0.04]","[0.0822, 1.4659, 2.6046]","[0.00497, 0.77022, 3.13577]"
0102,3,0,"[2.58, 0.81, 0.07]","[1.6993, -0.2713, 0.0092]","[0.0, 58.70834, 60.33939]","[-1.1416, 0.24703, 0.03625]","[-0.09652, 0.05516, 0.00871]","[0.1872, 1.4864, 12.9285]","[-0.2687, -1.862, -4.7959]","[-0.007, -0.6752, -3.331]","[0.03804, 1.23577, 12.54719]"
0103,3,0,"[3.74, 1.04, 0.11]","[1.9592, -0.3987, 0.0017]","[0.0, 98.61052, 103.8042]","[0.99828, -0.20913, -0.01009]","[1.20549, -0.21668, -0.01237]","[0.2707, 0.9917, 26.1668]","[-0.0297, -0.1178, 3.0451]","[-0.1436, -1.5794, -5.0915]","[0.00593, 0.40659, 24.97254]"
0104,3,0,"[3.91, 3.34, 0.01]","[1.9459, -1.5293, 0.0]","[0.0, 15.97762, 42.36496]","[-0.54588, 0.39087, 0.00028]","[-0.26518, -0.14733, -2e-05]","[0.1831, 0.36, 409.7095]","[-0.2423, -0.7787, -70.702]","[-0.3077, 0.6762, 118.9379]","[0.0122, 0.13973, 408.7187]"
0105,3,0,"[3.28, 1.4, 0.02]","[-1.1522, 2.2836, 0.0003]","[243.9403, 0.0, 281.1497]","[-0.35081, 2.17857, -0.00606]","[-0.61715, 0.89503, -0.0053]","[0.996, 0.3285, 61.2035]","[0.6406, -0.1075, 3.1325]","[-0.6764, -0.0376, -19.7107]","[0.14144, 0.00317, 58.78068]"
0106,3,0,"[2.78, 2.02, 0.32]","[5.5636, -0.9131, 0.02]","[0.0, 40.38035, 42.62569]","[-0.55834, 0.10788, 0.01193]","[-0.11833, 0.11653, 0.00933]","[0.4458, 1.1109, 8.5996]","[-0.1643, 0.3018, -1.386]","[-0.3169, -1.0081, -2.4311]","[0.02856, 0.25554, 6.75317]"
0107,3,0,"[5.43, 0.64, 0.04]","[3.0498, -0.0894, 0.0001]","[0.0, 572.0266, 597.127]","[1.06891, -0.09181, -0.00241]","[1.17102, -0.15457, -0.00396]","[0.3476, 1.7394, 118.1347]","[0.0971, 1.667, 14.7268]","[-0.2972, -2.9916, -24.7586]","[0.0014, 0.57867, 115.4612]"
0001,3,2,"[21.06, 15.13, 2.62]","[4.4344, -1.6234, 0.0278]","[0.0, 9.539925, 11.21091]","[0.39194, -0.24761, -0.01588]","[-0.51957, 0.22595, 0.01574]","[0.365, 0.8319, 7.3574]","[0.1113, -0.0869, -0.1223]","[0.4066, 0.7979, 2.1092]","[0.17419, 0.59139, 6.92248]"
0108,3,0,"[6.48, 3.0, 0.64]","[7.6352, -0.4614, 0.0099]","[0.0, 401.3595, 414.1952]","[0.87296, -0.13031, -0.02958]","[3.6689, -0.7236, -0.07338]","[0.4885, 1.2015, 11.9154]","[0.358, 1.4833, 1.0122]","[-0.0502, -0.0875, -4.1752]","[0.00602, 0.34298, 10.55047]"
0109,5,0,"[4.94, 7.42, 2.3, 4.28, 0.12]","[9.5814, -8.0372, -0.8907, 2.2651, 0.005]","[316.7004, 318.2303, 453.9082, 0.0, 480.3233]","[-0.51241, 0.39566, -1.01861, 3.96836, -0.04367]","[-2.87656, -2.69737, 0.56806, 2.42966, 0.01276]","[0.5738, 0.7072, 1.3489, 0.3216, 16.6496]","[0.2766, 0.3709, -0.495, -0.1111, -3.4694]","[0.0281, 0.2694, 0.9997, -0.0797, 5.6643]","[0.00799, 0.01659, 0.18101, 0.00129, 13.80856]"
0076,3,1,"[7.27, 10.46, 0.27]","[-1.4178, 2.7114, 0.0019]","[51.21723, 0.0, 69.73014]","[0.21293, 0.01752, 0.00233]","[-0.3876, 0.85592, -0.00739]","[0.6951, 0.3274, 25.3624]","[0.4006, 0.2892, 5.3702]","[0.7986, 0.0005, 4.95]","[0.30581, 0.05413, 24.40234]"
0110,3,0,"[2.34, 1.94, 1.43]","[1.3468, -0.1782, 0.0956]","[0.0, 73.36107, 73.36684]","[0.973, -0.05614, -0.04025]","[0.12287, 0.02173, 0.0156]","[0.1302, 5.2263, 7.8902]","[0.0826, -3.6695, -4.3833]","[0.0848, 3.1632, 4.2196]","[0.00421, 4.84186, 7.47676]"
0111,3,0,"[1.44, 0.35, 0.25]","[1.5628, -0.2431, 0.0484]","[0.0, 27.69018, 27.75546]","[0.11065, -0.00704, -0.00319]","[0.47385, -0.05677, -0.02267]","[0.1756, 2.1789, 6.4915]","[0.1888, 2.2942, 2.9889]","[-0.0641, -0.4902, -0.759]","[0.01643, 1.84043, 6.0789]"
0112,3,0,"[2.24, 0.58, 0.05]","[2.8553, -0.3536, 0.0017]","[0.0, 52.7915, 58.83253]","[-0.17831, 0.1147, 0.00542]","[0.68554, -0.204, -0.00937]","[0.2906, 1.121, 28.4689]","[0.3457, 0.9859, 4.3119]","[0.1831, 1.3678, 11.6968]","[0.03615, 0.69391, 27.56002]"
0113,5,0,"[3.05, 3.42, 2.88, 2.15, 0.01]","[3.0237, -1.8466, -1.2832, 2.309, 0.0]","[36.52513, 55.70655, 68.66754, 0.0, 136.6299]","[0.41266, -0.47582, 0.56943, -0.65381, 0.00042]","[-0.77652, -0.45035, 0.20372, 0.83432, -0.00013]","[0.3781, 0.6096, 0.7181, 0.3249, 177.4056]","[0.1942, -0.0504, -0.6284, 0.0577, -47.5126]","[0.1352, -0.8315, -0.6811, 0.1392, -4.8887]","[0.00685, 0.03652, 0.06911, 0.00444, 172.4044]"
0012,5,1,"[2.15, 4.46, 8.76, 2.08, 0.0]","[2.3629, -2.6112, 6.1026, -2.2119, 0.0]","[0.0, 85.24977, 80.52451, 81.08211, 178.619]","[0.77622, -0.46186, -0.39057, -0.23595, -0.00021]","[-0.51859, -0.07976, 0.43914, 0.53505, 0.00037]","[0.3376, 0.5046, 0.4399, 0.701, 936.358]","[-0.0981, -0.6436, -0.0137, 0.5632, 518.3985]","[0.0769, -0.4628, 0.3869, 0.4737, 516.2622]","[0.00117, 0.00199, 0.01684, 0.27848, 934.3843]"
0114,3,0,"[6.89, 4.13, 0.52]","[-4.6357, 2.8345, 0.0247]","[8.195416, 0.0, 10.16729]","[-0.22163, 0.33624, -0.01074]","[-0.24041, 0.47179, -0.01148]","[0.663, 0.319, 7.8765]","[0.2364, 0.2621, -1.2603]","[-0.5229, -0.2055, -2.2709]","[0.38844, 0.10653, 7.26453]"
0115,5,0,"[1.58, 4.2, 3.52, 3.72, 0.02]","[3.386, -2.489, -1.9551, 3.4923, 0.0001]","[0.0, 9.679052, 13.42083, 0.79971, 49.70531]","[-0.37818, 0.59467, -0.55437, 0.50209, -0.00022]","[-0.78383, -0.38858, 0.38853, 0.69193, 0.00021]","[0.3617, 0.4928, 0.523, 0.3577, 85.6038]","[0.1861, -0.3879, -0.3633, 0.0461, 0.8942]","[-0.2784, 0.7131, 0.7791, -0.3523, 21.1276]","[0.04729, 0.15762, 0.1801, 0.04617, 84.12548]"
0116,3,0,"[7.87, 2.88, 1.93]","[2.1665, -0.787, 0.3189]","[0.0, 21.30994, 21.32025]","[-0.08409, 0.00431, 0.00266]","[0.47477, -0.06088, -0.03666]","[0.2955, 2.2824, 3.8181]","[0.1666, 1.6887, 2.1763]","[0.084, 0.252, 0.2644]","[0.01956, 1.50616, 2.90755]"
0117,3,0,"[3.8, 2.04, 0.05]","[3.1981, -0.4814, 0.0015]","[0.0, 51.49876, 56.16879]","[-0.23147, -0.06394, -0.00297]","[-0.7947, 0.21212, 0.00796]","[0.3834, 1.1921, 29.0274]","[0.2522, 1.2676, 5.9442]","[-0.0625, 0.7123, 9.7252]","[0.00528, 0.31417, 26.77185]"
0118,3,0,"[5.98, 6.17, 0.03]","[-1.5555, 1.7817, 0.0]","[618.3603, 0.0, 680.2019]","[0.08657, -0.74249, 0.00118]","[-0.73501, 2.62305, -0.00436]","[0.9529, 0.2371, 147.0849]","[0.7933, 0.0943, 27.55]","[0.1254, 0.1091, 15.812]","[0.02927, 0.00068, 139.8451]"
0119,3,0,"[2.45, 0.88, 0.03]","[2.3064, -1.0221, 0.0011]","[0.0, 30.73097, 40.07515]","[0.04861, -0.10506, -0.00177]","[-0.40899, 0.16871, 0.00314]","[0.2582, 0.634, 32.5919]","[0.3375, 0.5833, -0.4494]","[0.0527, 0.8786, 10.5576]","[0.03138, 0.32631, 31.86725]"
