event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0024,3,2,"[20.37, 26.98, 0.28]","[3.3146, -9.6377, 0.0007]","[0.0, 1.763212, 4.414328]","[0.06312, -0.07336, -0.00023]","[-0.22173, 0.16289, 0.00068]","[0.2431, 0.3382, 39.0828]","[0.4404, 0.4935, 0.6802]","[0.2779, 0.5461, 1.3292]","[0.09421, 0.17572, 38.59727]"
0025,3,2,"[45.69, 26.82, 0.21]","[-4.74, 2.2097, 0.0002]","[25.70267, 0.0, 45.81646]","[-0.35746, 0.55189, -0.00121]","[0.048, 0.19866, -5e-05]","[0.3747, 0.2352, 77.8484]","[-0.7693, -0.2783, 4.7834]","[0.1007, -0.2342, 21.2198]","[0.07559, 0.01285, 76.58294]"
0026,3,2,"[19.68, 35.45, 0.26]","[-0.7014, 2.4422, 0.0001]","[175.3628, 0.0, 218.2413]","[0.67979, -2.31654, 0.00566]","[-0.33677, 0.35319, -0.00119]","[0.6994, 0.3253, 93.537]","[-0.6385, -0.1949, -6.5324]","[1.0528, 0.0882, -10.5604]","[0.10177, 0.00533, 91.86119]"
0027,3,2,"[17.49, 18.81, 0.09]","[3.252, -2.1566, 0.0]","[0.0, 57.07684, 117.2473]","[-0.66397, -0.28848, 0.00013]","[-1.59485, 1.01881, 0.00188]","[0.3813, 0.6012, 154.0532]","[0.1886, 0.5998, 40.3025]","[-0.1992, 0.5128, -3.5244]","[0.0234, 0.09295, 152.1697]"
0028,3,2,"[8.37, 9.42, 0.04]","[5.287, -4.192, 0.0002]","[0.0, 9.15377, 28.43377]","[0.15633, 0.19694, 0.00014]","[-0.68627, 0.5323, 0.00103]","[0.3925, 0.5285, 79.3469]","[0.3608, 0.4593, 25.9721]","[0.2232, -0.4998, -11.3294]","[0.06279, 0.16564, 77.56621]"
0029,3,2,"[17.47, 13.74, 0.01]","[5.8914, -3.5838, 0.0]","[0.0, 34.10581, 111.2683]","[0.68518, -0.50408, -0.00016]","[-0.62627, 0.47001, 0.00018]","[0.3717, 0.4676, 544.3954]","[-0.0754, -0.0944, 62.132]","[0.4684, 0.744, 73.5856]","[0.01677, 0.03929, 541.7222]"
0030,3,2,"[26.56, 41.0, 0.06]","[6.2087, -6.125, 0.0]","[0.0, 17.64106, 92.95833]","[-0.28587, 0.26557, 9e-05]","[0.15475, -0.07659, -5e-05]","[0.2302, 0.2521, 252.4224]","[-0.426, -0.7489, 36.8255]","[0.5001, 0.4023, 6.5872]","[0.03839, 0.05409, 251.6912]"
0031,3,2,"[11.08, 14.08, 0.8]","[-1.7261, 4.1234, 0.0118]","[6.533357, 0.0, 9.953967]","[0.03538, 0.25845, 0.00017]","[-0.24295, 0.26244, -0.00554]","[0.766, 0.3712, 10.7718]","[0.7503, 0.0221, 3.2448]","[0.2667, -0.3903, 0.3687]","[0.49778, 0.15809, 10.11004]"
0032,3,2,"[18.81, 13.11, 5.74]","[2.2677, -2.6917, 0.4931]","[0.0, 0.755344, 0.765451]","[-0.02894, 0.00276, 0.00147]","[-0.03731, 0.01504, 0.00469]","[0.2771, 1.101, 2.5715]","[0.1, 0.5975, 0.6431]","[-0.2675, -0.1572, -0.1674]","[0.16573, 0.95487, 2.39184]"
0033,3,2,"[12.32, 16.42, 0.5]","[2.3949, -4.6259, 0.0025]","[0.0, 1.109798, 1.607005]","[0.04606, -0.02266, -0.00046]","[-0.08462, 0.04977, 0.00076]","[0.2839, 0.4875, 21.5493]","[0.2555, 0.5689, -0.8685]","[0.1732, 0.394, 4.9379]","[0.06318, 0.22414, 20.95244]"
0034,3,2,"[10.01, 15.98, 0.21]","[-1.7316, 3.0521, 0.0005]","[85.31197, 0.0, 114.6889]","[-0.1277, 0.6563, -0.00091]","[-0.58506, 1.08457, -0.0062]","[0.6079, 0.3382, 48.0198]","[0.7158, 0.1593, 12.986]","[-0.4679, -0.2915, 7.7448]","[0.12457, 0.01119, 46.50904]"
0035,3,2,"[21.59, 10.98, 2.7]","[2.8875, -0.7211, 0.0698]","[0.0, 131.513, 133.7561]","[-0.34096, -0.17817, -0.03783]","[-2.50114, 0.62301, 0.1476]","[0.3377, 1.4427, 5.4904]","[0.2983, 1.0855, 1.9218]","[-0.0572, 0.636, 1.4656]","[0.04979, 0.99663, 4.88532]"
0036,2,2,"[22.28, 9.0]","[2.9051, -0.4131]","[0.0, 53.12759]","[-0.73933, 0.33401]","[-0.33267, 0.11103]","[0.2807, 0.4691]","[-0.2793, -1.3111]","[-0.3085, -0.9918]","[0.00637, 0.07408]"
0037,3,2,"[43.79, 69.23, 2.59]","[-0.6741, 1.4429, 0.0023]","[35.67929, 0.0, 40.69286]","[0.2898, -0.94092, 0.01163]","[-0.24629, 0.54274, -0.00895]","[0.5088, 0.1085, 21.7611]","[-0.2339, -0.1253, 0.6321]","[1.2923, 0.2933, 1.4075]","[0.39511, 0.03022, 21.53616]"
0038,3,2,"[18.55, 27.87, 1.19]","[-0.7205, 2.5456, 0.0046]","[34.15886, 0.0, 38.25659]","[0.23689, -0.61947, 0.01252]","[-0.07842, 0.28248, -0.00458]","[0.9594, 0.3083, 17.247]","[-0.9654, -0.194, -5.1711]","[0.6765, 0.2189, 4.234]","[0.56049, 0.0568, 16.40885]"
0039,3,2,"[32.2, 23.4, 0.05]","[5.7527, -4.1132, 0.0]","[0.0, 10.7743, 47.39064]","[0.61878, -0.23375, -0.00019]","[-0.34122, 0.53332, 0.00023]","[0.3267, 0.3924, 219.9871]","[-0.2664, 0.5597, 10.8409]","[0.4567, 0.5468, 32.285]","[0.0464, 0.08632, 218.499]"
0040,3,3,"[27.28, 19.48, 8.47]","[3.028, -1.6005, 0.35]","[0.0, 202.2128, 202.7146]","[0.54945, 0.00427, -0.00034]","[1.75263, -0.32226, -0.1334]","[0.3597, 1.5465, 3.1772]","[0.261, 0.9598, 1.3697]","[-0.1075, 0.0481, 0.0834]","[0.00729, 0.42926, 1.61037]"
0041,3,2,"[11.89, 10.33, 0.78]","[2.9919, -0.763, 0.0041]","[0.0, 13.78717, 17.54528]","[-0.07699, -0.13482, -0.00386]","[-0.68137, 0.33183, 0.01144]","[0.2753, 0.8282, 18.027]","[0.4326, 0.8143, 4.9551]","[-0.0623, 0.8229, 4.7052]","[0.10873, 0.62509, 17.56338]"
0042,3,2,"[9.62, 25.8, 0.13]","[-0.9375, 2.2383, 0.0001]","[13.37153, 0.0, 23.88251]","[0.25691, -0.24617, 0.00104]","[-0.38642, 0.73994, -0.00166]","[0.4076, 0.1756, 122.6289]","[0.5038, 0.3945, 4.7775]","[1.0788, 0.2781, 35.0711]","[0.25373, 0.05165, 122.1191]"
0043,3,2,"[20.3, 30.28, 0.37]","[-1.1434, 2.6676, 0.0004]","[72.54271, 0.0, 88.77184]","[0.36413, -0.4064, 0.00483]","[-0.4843, 1.45107, -0.00723]","[0.8882, 0.3413, 57.6763]","[0.2362, 0.209, 6.3134]","[0.9118, 0.1237, 27.0107]","[0.2431, 0.01135, 55.38251]"
0044,3,2,"[12.72, 11.51, 0.34]","[-3.9053, 7.0529, 0.0027]","[383.7046, 0.0, 470.1453]","[-0.13813, -0.76964, -0.00094]","[-1.64734, 3.65173, -0.0266]","[0.8417, 0.543, 20.4943]","[0.5239, 0.2437, 3.1953]","[-0.0817, 0.0874, -1.7644]","[0.06643, 0.00683, 18.49501]"
0045,3,2,"[47.17, 20.48, 0.18]","[2.9871, -0.5592, 0.0001]","[0.0, 138.9418, 199.3439]","[-0.55565, 0.28468, 0.00144]","[-0.48058, 0.13099, 0.00104]","[0.2875, 0.5205, 126.0536]","[-0.2068, -1.0776, 14.6024]","[-0.3608, -0.9257, -24.2443]","[0.02037, 0.15101, 125.0025]"
0046,3,2,"[27.95, 10.88, 2.06]","[4.1151, -0.4091, 0.0166]","[0.0, 246.711, 252.5511]","[2.5662, -0.40503, -0.0633]","[0.4831, -0.3524, -0.05219]","[0.4482, 1.7076, 10.3652]","[-0.1891, -0.206, -0.6702]","[-0.1606, -1.7038, -5.1804]","[0.01739, 0.92447, 9.20685]"
0047,3,2,"[10.2, 8.68, 0.52]","[-1.0534, 2.4954, 0.0056]","[59.3635, 0.0, 68.43075]","[-0.28347, 1.02727, -0.01517]","[-0.39109, 0.67618, -0.01556]","[0.7949, 0.3158, 15.0631]","[0.4403, -0.04, -0.1254]","[-0.893, -0.2565, -4.3119]","[0.41841, 0.05405, 14.34297]"
0048,3,2,"[13.78, 10.61, 0.06]","[2.3704, -1.1659, 0.0]","[0.0, 103.3587, 138.1672]","[1.0279, -0.27665, -0.00125]","[-0.90116, 0.43496, 0.00187]","[0.3272, 0.6896, 152.7501]","[-0.027, 0.4224, 28.6445]","[0.1735, 0.8806, 19.9479]","[0.00537, 0.10412, 150.6149]"
0049,3,2,"[12.43, 21.82, 0.1]","[-0.7882, 2.6194, 0.0003]","[26.37825, 0.0, 39.59621]","[0.11465, 0.0319, 0.00054]","[-0.36715, 0.74097, -0.00336]","[0.5342, 0.2435, 66.0602]","[0.9032, 0.433, 18.1061]","[0.8185, 0.0552, 2.0695]","[0.27859, 0.06261, 65.27663]"
0050,3,2,"[17.53, 27.98, 0.07]","[-1.2682, 3.7688, 0.0]","[198.8857, 0.0, 259.6429]","[0.37962, -1.36349, 0.00115]","[-0.27993, 0.23641, -0.00073]","[0.8441, 0.4502, 198.893]","[-0.2237, -0.1673, 11.2499]","[0.8734, 0.0946, 31.4219]","[0.05739, 0.00204, 196.3282]"
0051,3,2,"[14.48, 11.83, 0.44]","[1.5818, -0.3386, 0.0005]","[0.0, 74.23022, 86.14353]","[0.10551, -0.02193, -0.00054]","[-0.36454, 0.12021, 0.00315]","[0.165, 0.7704, 49.9606]","[0.2034, 1.5871, 16.1671]","[0.154, 0.6981, 2.5453]","[0.03118, 0.56946, 49.54552]"
0052,3,2,"[8.43, 10.98, 0.85]","[-1.7367, 1.9707, 0.0117]","[7.571407, 0.0, 8.975957]","[-0.09206, 0.41042, -0.00624]","[-0.26488, 0.40337, -0.01158]","[0.6283, 0.1973, 10.5111]","[0.5874, -0.0388, 2.2054]","[-0.6074, -0.3681, -0.3283]","[0.44839, 0.06957, 10.13641]"
0053,3,2,"[22.28, 11.76, 0.03]","[3.7141, -1.5627, 0.0]","[0.0, 75.04459, 156.1748]","[1.34517, -0.71961, -0.00122]","[-0.82564, 0.66115, 0.00099]","[0.32, 0.4763, 215.738]","[-0.2168, -0.0931, 0.6708]","[0.3823, 0.9516, 32.77]","[0.02575, 0.10019, 214.4288]"
0054,3,2,"[41.91, 51.49, 2.99]","[-2.1935, 3.2119, 0.0116]","[17.40553, 0.0, 22.16328]","[0.0947, 0.14058, 0.00081]","[-0.57389, 1.06153, -0.02155]","[0.6474, 0.3122, 10.4392]","[0.7105, 0.3961, 1.7603]","[0.2747, -0.0691, 0.2191]","[0.3593, 0.10169, 9.7524]"
0055,3,2,"[27.96, 9.43, 0.4]","[1.7944, -0.2515, 0.0005]","[0.0, 176.2805, 187.2392]","[-0.7361, 0.15321, 0.00513]","[1.31827, -0.20624, -0.00712]","[0.2452, 0.9585, 48.5414]","[0.022, 0.5599, 1.213]","[0.1095, 1.9141, 7.2175]","[0.00357, 0.41097, 47.37839]"
0056,3,2,"[9.4, 18.08, 1.89]","[-0.5353, 1.6131, 0.0212]","[60.77974, 0.0, 62.45381]","[0.21779, -0.79669, 0.03252]","[-0.0892, 0.6395, -0.01561]","[1.0725, 0.1847, 8.2074]","[-0.9914, -0.0936, -1.6824]","[0.9438, 0.1897, 1.4146]","[0.80154, 0.02948, 7.79978]"
0057,3,2,"[24.52, 11.19, 0.4]","[1.7472, -0.3157, 0.0003]","[0.0, 80.88063, 90.29632]","[-0.83094, 0.22004, 0.00484]","[-0.54861, 0.0938, 0.00241]","[0.2176, 0.7444, 57.7233]","[-0.1236, -1.2938, -4.0374]","[-0.1566, -1.2487, -5.4472]","[0.00767, 0.3354, 56.76864]"
0058,3,2,"[20.27, 15.29, 0.66]","[2.0057, -1.105, 0.0028]","[0.0, 14.97908, 18.88109]","[0.4764, -0.16806, -0.00532]","[-0.33998, 0.22425, 0.00572]","[0.2101, 0.6044, 20.4804]","[-0.0941, 0.3126, 1.183]","[0.3414, 0.9817, 4.248]","[0.07018, 0.40825, 20.02057]"
0059,3,2,"[24.84, 13.96, 0.09]","[2.994, -1.1857, 0.0001]","[0.0, 14.31101, 27.57186]","[0.00618, -0.03452, 4e-05]","[-0.40046, 0.25071, 0.00113]","[0.2022, 0.3566, 104.6997]","[0.516, 0.964, 35.1064]","[0.1904, 0.5728, -20.2557]","[0.0844, 0.21843, 104.3109]"
0060,3,2,"[16.16, 20.03, 0.58]","[2.5294, -4.2608, 0.0026]","[0.0, 19.92418, 25.16157]","[0.31592, -0.09784, -0.00256]","[-0.49671, 0.25478, 0.00394]","[0.3275, 0.6254, 20.6456]","[0.1132, 0.4864, -1.1058]","[0.2101, 0.3721, 0.983]","[0.012, 0.08391, 18.73689]"
0061,3,2,"[8.78, 8.69, 0.21]","[-2.2161, 2.0315, 0.0007]","[18.93095, 0.0, 30.42947]","[-0.42219, 0.4787, -0.00339]","[-0.13447, 0.5268, -0.00187]","[0.4675, 0.2035, 39.458]","[-0.6437, 0.0833, -10.6969]","[-0.566, -0.3678, -2.0517]","[0.26618, 0.04343, 38.82873]"
0062,3,2,"[17.92, 8.15, 0.94]","[1.7448, -0.3289, 0.0067]","[0.0, 53.19673, 54.73066]","[-0.25914, 0.05615, 0.00798]","[0.62195, -0.11758, -0.01356]","[0.221, 1.2416, 14.5583]","[0.1615, 1.3572, 1.4479]","[0.0877, 1.1211, 5.6372]","[0.01452, 0.79868, 13.79455]"
0063,3,2,"[17.0, 29.71, 0.51]","[-0.745, 2.8655, 0.0007]","[23.85165, 0.0, 30.55262]","[0.1404, -0.41762, 0.00255]","[-0.18024, 0.31128, -0.00285]","[0.6429, 0.2762, 38.1252]","[0.3075, -0.0793, 1.4575]","[1.1727, 0.4107, 5.6613]","[0.26361, 0.03264, 37.09362]"
0064,3,2,"[22.37, 16.99, 1.44]","[2.3697, -2.252, 0.0095]","[0.0, 14.52396, 20.38484]","[-0.30775, 0.2014, 0.00498]","[-0.16536, -0.05933, 0.00066]","[0.2667, 0.6074, 11.3604]","[-0.2136, -0.6449, -1.4161]","[-0.2647, 0.4269, 0.7301]","[0.11012, 0.42641, 10.99169]"
0065,3,2,"[19.55, 8.45, 0.08]","[2.3416, -0.4126, 0.0001]","[0.0, 48.76678, 74.41268]","[-0.50656, 0.61014, 0.00351]","[-1.89944, 0.75333, 0.00476]","[0.1975, 0.5829, 137.1208]","[0.3728, 0.3185, 7.7085]","[-0.2794, -1.5799, -46.6264]","[0.0412, 0.3738, 136.5657]"
0066,3,2,"[14.61, 11.94, 0.06]","[1.8204, -0.9764, 0.0]","[0.0, 27.54279, 54.71776]","[0.38795, -0.06389, -0.0003]","[-0.17553, 0.22792, 0.00035]","[0.2169, 0.3941, 169.0154]","[-0.098, 1.0747, 6.922]","[0.2332, 0.4861, 19.8744]","[0.02631, 0.14347, 168.1376]"
0067,3,2,"[28.16, 15.5, 3.36]","[1.6471, -0.5056, 0.04]","[0.0, 31.82629, 32.15894]","[-0.4034, 0.00542, 0.00237]","[-0.41804, 0.0949, 0.02072]","[0.2137, 1.3905, 6.6531]","[0.0827, 1.4296, 2.5683]","[-0.0658, -0.2941, 0.6149]","[0.0067, 0.84681, 5.84868]"
0068,3,3,"[18.27, 29.33, 25.75]","[2.3734, -5.203, 4.0131]","[0.0, 4.384963, 4.385164]","[-0.19946, 0.05494, 0.0456]","[0.24389, -0.01736, -0.0152]","[0.2878, 1.7387, 2.006]","[-0.0583, -0.7718, -0.7855]","[0.2871, 0.3771, 0.3819]","[0.10086, 1.39695, 1.64951]"
0069,3,2,"[12.64, 9.55, 1.23]","[1.6377, -0.4935, 0.0056]","[0.0, 102.9239, 107.9952]","[0.45166, -0.07345, -0.00652]","[-0.33362, 0.10875, 0.00864]","[0.2068, 0.9803, 15.1006]","[-0.0262, 0.4854, 2.6558]","[0.1334, 1.3383, 3.5635]","[0.01467, 0.60852, 14.43775]"
0070,3,2,"[11.3, 8.57, 0.08]","[2.0336, -2.1192, 0.0003]","[0.0, 32.2761, 62.63943]","[-0.25405, 0.73041, 0.00179]","[-1.42759, 0.62324, 0.00341]","[0.1995, 0.4089, 65.101]","[0.367, -0.1305, -4.5222]","[-0.1201, -0.8968, -9.9603]","[0.04242, 0.20892, 64.55228]"
0071,3,2,"[24.55, 10.26, 0.15]","[1.993, -0.478, 0.0001]","[0.0, 98.43918, 121.0189]","[-0.82122, 0.27859, 0.00246]","[0.50152, -0.11734, -0.00096]","[0.2453, 0.6078, 107.7883]","[-0.116, -0.9994, -12.2225]","[0.2332, 1.1166, -4.753]","[0.00656, 0.16769, 106.4851]"
0072,3,2,"[20.1, 8.7, 2.73]","[1.7725, -0.3399, 0.0383]","[0.0, 57.79108, 58.19855]","[-1.21456, 0.1976, 0.05553]","[-0.43295, 0.05566, 0.0179]","[0.1841, 1.5519, 6.6447]","[-0.3004, -1.6324, -1.8133]","[-0.1059, -0.7627, -1.5624]","[0.02009, 1.16272, 6.09153]"
0073,3,2,"[13.18, 9.52, 6.71]","[-1.3243, 2.0509, 0.3396]","[3.754767, 0.0, 3.777186]","[0.10465, -0.43118, 0.04322]","[-0.04579, -0.013, -0.01621]","[1.5475, 0.2657, 3.2737]","[-0.6166, -0.2269, -0.9745]","[0.8214, -0.0101, 1.1293]","[1.33505, 0.13148, 3.00674]"
0074,3,2,"[8.93, 9.47, 0.59]","[2.386, -1.4893, 0.0068]","[0.0, 40.75907, 49.80162]","[-0.90726, 0.24413, 0.01014]","[-0.06887, 0.29459, 0.00514]","[0.3083, 0.6583, 13.0922]","[-0.1742, 0.2326, -0.4203]","[-0.1704, -0.8568, -0.0963]","[0.03663, 0.2368, 12.14528]"
0075,3,2,"[30.52, 9.01, 0.18]","[2.015, -0.2293, 0.0001]","[0.0, 352.5057, 392.7471]","[1.22985, -0.22881, -0.00309]","[-0.6569, 0.13641, 0.00186]","[0.2801, 0.8615, 128.247]","[-0.0294, -0.9797, -10.9409]","[0.1455, 1.8493, 19.7519]","[0.00346, 0.32896, 127.0236]"
0076,3,2,"[26.87, 8.22, 1.38]","[3.0846, -0.3222, 0.009]","[0.0, 444.7029, 456.6757]","[-1.78193, -0.15714, -0.01327]","[-2.8091, 0.53096, 0.0632]","[0.4044, 1.6681, 12.9071]","[0.1742, 1.4785, 4.9786]","[-0.0157, 1.168, 2.3949]","[0.00956, 0.75312, 11.48529]"
0077,3,2,"[9.08, 9.75, 0.15]","[-1.3291, 2.3217, 0.0007]","[8.329, 0.0, 12.82138]","[-0.00643, -0.16746, 0.00035]","[-0.21671, 0.33787, -0.00222]","[0.627, 0.2738, 42.9484]","[0.9307, 0.1606, 15.2599]","[-0.1589, 0.2662, 2.5618]","[0.34319, 0.06612, 42.21066]"
0078,3,2,"[11.4, 8.96, 1.93]","[-2.1679, 1.7327, 0.1605]","[9.394793, 0.0, 9.727126]","[0.18439, -0.58159, 0.03451]","[0.07561, 0.18385, 0.00122]","[0.9462, 0.2277, 3.5858]","[-0.4084, -0.1238, -0.4135]","[-0.5453, 0.063, -0.5334]","[0.6882, 0.06501, 3.20597]"
0079,3,2,"[16.85, 26.62, 0.22]","[1.5425, -1.8771, 0.0002]","[0.0, 27.44477, 41.6578]","[0.07701, 0.18947, 0.00039]","[-0.68633, 0.29561, 0.0015]","[0.1418, 0.2865, 80.7893]","[0.2953, 0.5921, -30.1036]","[0.0309, -0.8314, -10.241]","[0.00752, 0.08569, 80.21618]"
0080,2,2,"[12.58, 15.3]","[-3.2911, 5.3611]","[42.03214, 0.0]","[-0.41461, 0.65243]","[-0.33024, 0.13054]","[0.3676, 0.2961]","[-0.2594, -0.5206]","[-0.7978, -0.1947]","[0.02461, 0.00462]"
0081,3,2,"[17.0, 10.63, 0.8]","[2.4531, -0.9632, 0.0043]","[0.0, 40.55706, 46.9652]","[-1.37368, 0.41514, 0.01651]","[-0.82915, 0.48327, 0.01844]","[0.2557, 0.6448, 16.6086]","[-0.1654, 0.0264, 2.6304]","[-0.345, -1.0787, -1.3822]","[0.02946, 0.3193, 15.94257]"
0082,3,2,"[9.74, 10.78, 0.25]","[-1.3354, 2.6028, 0.0011]","[35.03834, 0.0, 52.13895]","[-0.12736, -0.25552, -0.0009]","[-0.46353, 0.79619, -0.00564]","[0.4459, 0.215, 31.4887]","[0.9553, 0.4229, -0.4999]","[-0.3783, 0.2308, -6.2994]","[0.24109, 0.04335, 31.02732]"
0083,3,2,"[11.34, 8.64, 0.82]","[3.1072, -1.4441, 0.0106]","[0.0, 307.6249, 330.7617]","[2.25294, -0.46195, -0.03528]","[-2.25222, 0.82642, 0.05092]","[0.4062, 0.9192, 11.187]","[0.0694, 0.5162, 1.0591]","[0.161, 0.6577, 2.9477]","[0.01748, 0.30938, 10.06066]"
