event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0136,3,0,"[4.13, 4.04, 0.02]","[1.726, -0.9847, 0.0]","[0.0, 32.86094, 62.75544]","[-0.4009, 0.53507, 0.00102]","[-0.93006, 0.24411, 0.00075]","[0.1593, 0.3483, 183.5982]","[0.2001, -0.758, -44.2771]","[-0.2956, -0.9304, -10.2702]","[0.01703, 0.16384, 182.9014]"
0137,3,0,"[4.36, 2.55, 0.18]","[2.6838, -0.7905, 0.0131]","[0.0, 36.79981, 39.38728]","[-0.52707, -0.06638, -0.00308]","[-0.84572, 0.32992, 0.02517]","[0.2838, 1.1355, 10.4652]","[0.263, 1.0595, 3.0813]","[-0.2668, 0.4011, 1.9171]","[0.0109, 0.2521, 7.72727]"
0138,3,0,"[2.69, 7.32, 0.01]","[-1.6401, 4.3672, 0.0]","[151.4175, 0.0, 228.8116]","[0.17244, -0.76548, 0.00013]","[-0.50406, 0.96098, -0.00065]","[0.7839, 0.4712, 368.2326]","[0.6401, 0.0349, 106.452]","[0.4967, 0.2223, -53.0092]","[0.02662, 0.00149, 364.3729]"
0139,3,0,"[1.08, 4.3, 0.0]","[-0.4417, 1.8546, 0.0001]","[77.46546, 0.0, 96.96836]","[0.43975, -1.3554, 0.00321]","[0.05048, 0.36626, -0.00037]","[0.5789, 0.2146, 122.56]","[-1.4663, -0.2786, 1.6853]","[-0.5395, 0.0014, 16.9332]","[0.13001, 0.00688, 120.9207]"
0140,3,0,"[4.89, 7.75, 0.35]","[-0.682, 1.6662, 0.0136]","[52.84666, 0.0, 54.4064]","[-0.00738, -0.46562, 0.0047]","[-0.25012, 0.90959, -0.02866]","[1.3149, 0.1859, 10.8648]","[1.2241, 0.1568, 4.7817]","[-0.259, 0.195, 0.8529]","[0.32008, 0.00933, 7.93528]"
0141,3,0,"[1.85, 0.02, 0.89]","[1.7006, 0.0002, -0.2061]","[0.0, 947.9201, 913.3014]","[-0.3706, -0.00911, -0.38301]","[-5.00689, 0.01548, 0.47382]","[0.2254, 68.5501, 1.5328]","[0.0591, 4.1242, 0.1968]","[0.0919, 22.8972, 2.2574]","[0.00076, 66.08227, 0.45904]"
0142,3,0,"[1.64, 2.52, 0.17]","[-0.4145, 3.085, 0.0075]","[245.0402, 0.0, 252.158]","[-0.12784, -0.31708, -0.01304]","[-0.45235, 2.31523, -0.04989]","[1.5929, 0.3838, 14.6768]","[1.4353, 0.2275, 5.8233]","[-0.8391, 0.0616, -4.3987]","[0.72401, 0.00909, 13.16647]"
0143,3,0,"[0.28, 1.55, 0.18]","[4.6293, -3.4986, 0.0082]","[0.0, 359.5335, 409.4704]","[-2.74979, 1.21041, 0.03476]","[-2.14098, 0.47461, 0.02222]","[0.5125, 0.9053, 12.3175]","[0.0228, -0.4228, -1.303]","[-0.1453, -0.3407, -1.9747]","[0.00892, 0.11086, 10.66889]"
0144,3,0,"[2.44, 6.88, 0.07]","[-0.3912, 3.4286, 0.0003]","[106.8278, 0.0, 116.2061]","[-0.29007, 1.55963, -0.00645]","[0.06505, 0.276, 0.00134]","[1.0331, 0.4484, 62.5959]","[-1.4387, -0.0782, -14.6478]","[0.6982, 0.0807, 10.2912]","[0.3168, 0.0028, 60.79348]"
0145,3,0,"[2.42, 2.11, 0.02]","[2.316, -0.4372, 0.0001]","[0.0, 67.22109, 90.33034]","[-0.49406, 0.3197, 0.00269]","[-0.77278, 0.18398, 0.00162]","[0.2801, 0.7341, 110.95]","[0.0639, -0.7574, -27.3976]","[-0.2869, -1.3358, -29.4067]","[0.01678, 0.34157, 109.8446]"
0146,3,0,"[1.21, 1.65, 0.01]","[1.9188, -0.7894, 0.0001]","[0.0, 111.1342, 138.3112]","[-0.64815, 0.18473, 0.00153]","[-1.09456, 0.35469, 0.0029]","[0.2749, 0.6497, 116.9525]","[0.0495, 0.6919, 17.4108]","[-0.0458, -0.9543, -23.8994]","[0.00934, 0.21791, 115.7982]"
0147,3,0,"[4.55, 2.52, 0.16]","[3.1423, -3.5972, 0.0017]","[0.0, 525.7045, 591.1742]","[-1.23558, 0.82547, 0.01002]","[-2.34389, 0.80086, 0.01511]","[0.3727, 0.8713, 27.9002]","[0.0943, -0.1142, 5.6713]","[-0.2577, -0.5306, -10.4891]","[0.00103, 0.00821, 22.37818]"
0148,2,0,"[2.58, 4.64]","[-1.5609, 3.2673]","[819.403, 0.0]","[-0.86321, 2.53405]","[-0.19575, 2.32166]","[0.882, 0.4299]","[-0.7775, -0.0563]","[-0.2239, -0.1258]","[0.02536, 0.00047]"
0149,3,0,"[2.9, 1.52, 0.03]","[3.0144, -0.2289, 0.0003]","[0.0, 83.10006, 91.79189]","[-0.39358, 0.01792, 0.00048]","[0.79062, -0.20758, -0.00567]","[0.3514, 1.1628, 62.2926]","[0.244, 2.0579, 22.8354]","[0.1713, 0.4013, -0.1404]","[0.00905, 0.54703, 60.79827]"
0150,3,0,"[5.89, 0.06, 0.03]","[3.2335, -0.0012, 0.0003]","[0.0, 2258.089, 2258.426]","[-3.17623, 0.0262, 0.01208]","[1.616, -0.02428, -0.01138]","[0.3634, 36.3505, 100.7251]","[-0.0906, -5.0001, -4.917]","[0.2964, 45.1289, 78.8701]","[0.00019, 34.05998, 98.10019]"
0151,3,0,"[2.55, 1.77, 0.01]","[1.8311, -0.7364, 0.001]","[0.0, 67.77899, 77.00947]","[0.90301, -0.38949, -0.00957]","[-1.67137, 0.45732, 0.01484]","[0.2521, 0.8918, 37.0806]","[0.0372, -0.0293, 7.8628]","[0.1091, 1.1699, 13.9771]","[0.02419, 0.37888, 35.58397]"
0019,3,1,"[8.09, 2.58, 0.29]","[3.7886, -1.468, 0.002]","[0.0, 76.3924, 121.5029]","[-1.10683, 0.67011, 0.00742]","[-0.57878, -0.32165, -0.00216]","[0.4051, 0.7374, 23.9744]","[-0.2021, -0.5229, -3.7332]","[-0.2217, 0.6905, 3.9314]","[0.05375, 0.25216, 22.87267]"
0152,3,0,"[3.41, 0.85, 0.05]","[1.5706, -0.1588, 0.0003]","[0.0, 29.50018, 31.67884]","[-0.4996, 0.07358, 0.00217]","[0.31222, -0.08094, -0.00288]","[0.1748, 0.8946, 63.7996]","[-0.0573, -0.1192, 15.4806]","[0.2026, 2.5089, 11.203]","[0.00439, 0.5215, 63.00159]"
0153,3,0,"[2.94, 4.21, 0.06]","[-1.3433, 2.6638, 0.0002]","[33.32568, 0.0, 51.19045]","[0.28146, -0.50726, 0.00192]","[-0.03842, 0.15117, -0.00033]","[0.476, 0.258, 65.228]","[-0.9649, -0.3479, -7.5377]","[0.2965, 0.2328, -0.6931]","[0.16668, 0.03181, 64.24441]"
0154,3,0,"[0.53, 1.03, 0.0]","[-0.4108, 1.8689, 0.0]","[36.66194, 0.0, 46.19855]","[-0.00991, 0.2607, -0.00017]","[-0.1804, 0.5626, -0.00106]","[0.642, 0.2546, 182.2011]","[1.6001, 0.1402, 30.6597]","[-0.0426, -0.0309, -6.0286]","[0.20588, 0.00646, 180.9568]"
0155,3,0,"[6.12, 2.29, 0.39]","[1.6197, -0.1926, 0.009]","[0.0, 50.62996, 51.75505]","[0.27324, -0.0452, -0.00777]","[0.27465, -0.07005, -0.0122]","[0.1484, 1.8958, 13.8657]","[-0.018, 0.8473, 3.7652]","[-0.3279, -2.2968, -6.3082]","[0.04874, 1.72582, 13.61472]"
0156,3,0,"[5.16, 6.25, 1.26]","[-1.1927, 2.5282, 0.0312]","[233.2628, 0.0, 252.7408]","[0.78634, -3.19747, 0.07056]","[0.70295, 0.84265, 0.0251]","[1.0304, 0.3658, 6.9122]","[0.0353, -0.078, -0.6107]","[-0.9155, -0.0238, -1.6054]","[0.46387, 0.0277, 6.02415]"
0157,3,0,"[3.09, 2.67, 0.22]","[-1.4308, 1.7435, 0.0143]","[39.50832, 0.0, 42.41485]","[-0.13998, 0.51257, -0.01133]","[-0.14813, 0.38603, -0.01137]","[0.7002, 0.2162, 9.4819]","[-0.0075, -0.054, 0.7823]","[-0.8881, -0.1947, -1.2271]","[0.39315, 0.02621, 8.90252]"
0158,2,0,"[1.89, 0.48]","[-0.2314, 0.0424]","[190.0851, 190.3854]","[-0.10906, -0.04168]","[-0.14608, -0.05848]","[3.0842, 8.0165]","[0.6518, 1.5586]","[-2.8706, -4.8163]","[1.55363, 6.0172]"
0159,3,0,"[5.63, 4.44, 0.01]","[3.2474, -3.9775, 0.0]","[0.0, 27.01728, 50.9731]","[-0.69918, 0.3905, 0.00049]","[0.01249, 0.11786, -2e-05]","[0.379, 0.6036, 317.1171]","[-0.2614, -0.5118, -106.782]","[0.0967, -0.3829, 14.6017]","[0.01375, 0.04753, 313.7477]"
