event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0001,3,2,"[16.22, 10.21, 6.69]","[1.5037, -0.5922, 0.2528]","[0.0, 16.22661, 16.23445]","[-0.08519, 0.01504, 0.00923]","[0.42158, -0.05443, -0.03359]","[0.1595, 2.3002, 3.9687]","[0.1895, 1.5828, 1.8716]","[0.0735, 0.9348, 1.1638]","[0.03594, 2.05394, 3.69293]"
0181,3,1,"[12.94, 3.71, 0.04]","[2.6366, -0.3313, 0.0]","[0.0, 224.1879, 253.4687]","[1.55526, -0.10132, -0.00105]","[1.56028, -0.42067, -0.00335]","[0.3633, 1.1543, 195.3323]","[0.1286, 1.6191, 58.0147]","[-0.0975, -0.6488, -34.5851]","[0.00183, 0.24869, 192.6236]"
0182,3,1,"[8.5, 4.18, 0.02]","[2.1823, -0.6413, 0.0]","[0.0, 77.94789, 111.4891]","[-0.78682, 0.32222, 0.00123]","[-0.26979, 0.10549, 0.00043]","[0.2503, 0.5252, 206.9966]","[-0.2511, -1.0821, -24.7098]","[-0.2017, -0.7835, -21.6401]","[0.01295, 0.15379, 205.7406]"
0183,3,1,"[5.57, 8.28, 1.0]","[-0.911, 1.747, 0.0161]","[60.77888, 0.0, 64.3775]","[0.11134, -0.28355, 0.00995]","[0.00467, 0.20627, -0.0005]","[0.8978, 0.2054, 9.7182]","[-1.0447, -0.0842, -3.0201]","[0.1296, 0.2279, -2.2111]","[0.52591, 0.01514, 8.9928]"
0034,3,1,"[6.7, 9.17, 0.01]","[3.1769, -5.4687, 0.0]","[0.0, 33.46399, 113.0649]","[-0.30315, 0.17387, 9e-05]","[0.34019, -0.29684, -0.00013]","[0.3211, 0.4455, 591.3734]","[-0.0334, 0.3221, 154.6424]","[0.3808, 0.6218, 212.5109]","[0.03661, 0.11418, 590.0232]"
0184,5,1,"[7.35, 8.86, 7.83, 4.05, 0.2]","[4.4598, -4.8299, 5.4465, -1.8393, 0.0015]","[0.0, 41.00919, 22.91531, 105.6388, 165.8841]","[1.44821, -1.81273, -2.52836, 1.05907, 0.00641]","[-2.54609, -1.40607, 1.04907, 1.23317, 0.00866]","[0.4828, 0.6817, 0.5104, 0.8519, 27.4396]","[0.1536, -0.0896, -0.2029, 0.1336, -0.5529]","[0.1403, -0.548, 0.1223, -0.7401, -6.8481]","[0.01457, 0.0573, 0.0238, 0.1175, 25.12023]"
0185,3,1,"[6.25, 8.36, 0.04]","[2.35, -1.3663, 0.0001]","[0.0, 59.07515, 93.78106]","[0.13457, -0.2282, -0.00058]","[-1.10749, 0.51594, 0.00211]","[0.2913, 0.5581, 142.8892]","[0.2658, 0.5768, 36.0776]","[0.0784, 0.771, 22.2364]","[0.0256, 0.16163, 141.4425]"
0186,3,1,"[8.46, 0.65, 2.86]","[1.5297, 0.0096, -0.1727]","[0.0, 12.183, 12.00159]","[0.13334, -0.00513, -0.02583]","[-0.09663, 0.00261, 0.01338]","[0.1558, 13.2533, 1.9921]","[-0.0598, -4.4423, -1.3663]","[0.2353, 5.1029, 2.2153]","[0.03393, 12.98317, 1.79332]"
0036,5,2,"[6.37, 10.7, 10.36, 6.46, 0.03]","[5.2625, 6.1311, -5.9163, -3.0776, 0.0001]","[0.0, 0.617865, 1.620493, 4.312224, 26.59206]","[0.19714, -0.15601, 0.04427, -0.06308, -4e-05]","[-0.00676, 0.11623, 0.18464, -0.16639, -7e-05]","[0.2727, 0.2765, 0.3644, 0.3949, 118.9589]","[-0.5811, -0.1697, 0.6737, 0.6199, 16.3236]","[0.036, 0.5758, -0.3451, -0.5539, -15.6656]","[0.07479, 0.0802, 0.14209, 0.1662, 118.131]"
0037,3,3,"[10.38, 9.16, 8.18]","[3.9089, -3.2659, 2.5759]","[2.356418, 2.98593, 0.0]","[0.06211, -0.14763, -0.28131]","[-0.29651, -0.1643, 0.2494]","[0.456, 0.7265, 0.3678]","[0.1748, -0.0504, -0.1]","[-0.0975, -0.6152, 0.0377]","[0.046, 0.08388, 0.02643]"
0038,5,1,"[9.86, 6.23, 3.28, 4.73, 0.05]","[6.0909, -3.9576, -0.7928, 2.1847, 0.0002]","[417.4932, 423.8944, 503.0503, 0.0, 568.3595]","[0.01637, 0.72475, -0.79122, 1.49689, -0.00523]","[-1.76744, -1.16071, -0.11417, 3.27756, -0.00326]","[0.5474, 0.7043, 1.0422, 0.3162, 75.086]","[0.0692, -0.0504, -1.1224, -0.0931, -15.9883]","[0.1895, 0.581, -0.0587, 0.0349, -10.8675]","[0.00586, 0.01664, 0.12241, 0.00079, 72.34315]"
0002,3,3,"[14.17, 26.19, 20.62]","[3.8863, -5.2583, 4.9288]","[0.0, 40.31143, 23.85607]","[2.91094, 5.35621, 6.50913]","[-5.81975, -2.79092, -0.28357]","[0.4076, 0.6484, 0.4453]","[0.0393, -0.2747, -0.2566]","[0.3034, 0.4882, 0.1973]","[0.00577, 0.00988, 0.0083]"
0187,3,1,"[8.81, 2.84, 0.19]","[2.3281, -0.3974, 0.0009]","[0.0, 41.51364, 48.39575]","[-0.75923, 0.31325, 0.00915]","[-0.7967, 0.23203, 0.00704]","[0.245, 0.8527, 37.3664]","[-0.0336, -0.4833, -3.6918]","[-0.3733, -1.518, -11.5261]","[0.04043, 0.5331, 36.62859]"
0039,3,2,"[13.3, 23.43, 1.12]","[-0.9815, 3.4286, 0.0152]","[59.03267, 0.0, 60.44197]","[-0.28439, 1.69077, -0.03067]","[-0.01638, 0.57656, -0.00679]","[1.3143, 0.4467, 10.5075]","[-1.0469, 0.12, -4.5935]","[0.147, 0.0065, -1.9179]","[0.46074, 0.00549, 9.16317]"
0188,3,1,"[2.74, 9.73, 0.44]","[-0.2609, 1.7163, 0.0071]","[25.48154, 0.0, 26.59086]","[-0.10659, 0.61153, -0.01288]","[-0.13608, 0.25664, -0.01547]","[1.501, 0.1844, 14.8548]","[0.4185, -0.1356, 2.4173]","[-1.9771, -0.2533, -6.6535]","[1.26046, 0.03668, 14.46396]"
0040,3,1,"[10.76, 1.77, 0.13]","[5.9876, -0.1036, 0.0005]","[0.0, 317.4225, 326.6267]","[0.27607, -0.13293, -0.00763]","[2.2133, -0.22826, -0.01403]","[0.4725, 2.3831, 53.67]","[0.2547, 1.5167, 15.3532]","[-0.2153, -3.0443, -20.7]","[0.00385, 1.01862, 51.05575]"
0003,3,2,"[11.34, 12.87, 0.03]","[-3.1229, 4.6437, 0.0]","[19.88102, 0.0, 63.85024]","[0.08915, -0.23481, 0.00011]","[-0.30641, 0.34314, -0.00024]","[0.3662, 0.2827, 208.1638]","[0.7154, 0.2032, 14.166]","[0.4584, 0.5079, 5.9382]","[0.08244, 0.03827, 207.0434]"
0189,3,1,"[3.47, 10.02, 0.65]","[-0.4654, 1.6643, 0.0088]","[10.2144, 0.0, 10.69712]","[-0.0358, 0.15689, -0.00404]","[-0.06075, 0.22363, -0.00627]","[1.0501, 0.1957, 12.4906]","[0.8253, 0.1351, 1.3509]","[-1.2125, -0.1668, -3.9955]","[0.8087, 0.0395, 12.10461]"
0043,2,1,"[2.7, 10.78]","[-0.2991, 3.396]","[246.1551, 0.0]","[-0.08287, -0.3152]","[-0.35082, 1.31701]","[0.9651, 0.3981]","[1.5707, 0.2598]","[-0.9367, 0.0168]","[0.16746, 0.00332]"
0190,2,1,"[9.8, 2.52]","[2.2905, -0.2388]","[0.0, 140.5115]","[0.22832, -0.08839]","[1.00063, -0.25595]","[0.2857, 0.646]","[0.2296, 1.6522]","[-0.1447, -1.2581]","[0.00297, 0.1388]"
0046,3,1,"[3.18, 9.65, 0.03]","[-0.5584, 4.9082, 0.0]","[66.07619, 0.0, 77.14085]","[-0.08918, 0.29455, -0.00046]","[-0.28585, 1.04402, -0.0017]","[1.0398, 0.4132, 170.9492]","[1.0533, 0.2514, 31.355]","[-0.8265, -0.2781, 1.1769]","[0.08182, 0.00217, 166.4901]"
0049,3,2,"[13.84, 12.49, 4.84]","[11.9561, -9.6521, 2.795]","[0.201151, 0.203554, 0.0]","[-0.02447, -0.01514, 0.05133]","[-0.00493, 0.00672, 0.0273]","[0.6858, 0.9151, 0.3948]","[-0.0641, 0.0182, -0.0775]","[0.1047, 0.3324, 0.0502]","[0.00094, 0.00163, 0.0003]"
0191,3,1,"[8.64, 3.07, 0.46]","[2.1701, -0.2909, 0.0068]","[0.0, 18.38971, 19.11757]","[-0.26337, 0.06336, 0.00711]","[-0.07092, -0.00418, -0.00029]","[0.2574, 1.3298, 14.2333]","[-0.2918, -1.8675, -5.2366]","[-0.0743, 0.2433, 1.0153]","[0.03063, 0.96363, 13.66337]"
0192,3,1,"[7.14, 9.56, 0.17]","[-0.9534, 2.9041, 0.0005]","[33.13481, 0.0, 44.60274]","[-0.55536, 0.77597, -0.00646]","[-0.2284, 0.96747, -0.00411]","[0.7462, 0.3016, 46.8775]","[-0.8099, 0.0536, -6.9234]","[-0.6763, -0.3749, -14.287]","[0.23625, 0.03533, 44.9001]"
