event_id,m1_det,m2_det,m1_src,m2_src,z_source,dl_source,gps_time,ra,dec,psi,theta_jn,phase,a1,a2,tilt1,tilt2,phi12,phijl
0017,34.848599806174825,25.56308305922496,9.653071954533385,7.080981202197057,2.609999999999999,22020.45051819456,1126263321.5269215,0.110563578797173,0.7352569043001188,2.7555929991971944,0.3701167962818388,3.085943892625402,0.0894642386263181,0.0995451054782606,1.0142064115123883,0.7654766683903311,6.105168207320809,0.9694109089157223
0018,161.87478115977805,152.52302924378677,39.83255924544338,37.531371811715005,3.0599999999999987,26710.7812230879,1126287072.9853845,3.320573350979058,1.0646682609910372,0.9570387227486372,0.8161628457331882,4.532612743596523,0.1645361912530907,0.0802207817515714,0.7507143723128756,0.2942335844597935,0.562863847355697,0.4715538958521668
0019,30.915647255400685,26.098315205716307,9.25308960334614,7.811256452108662,2.339999999999999,19301.3426632925,1126337177.6353054,2.661751749352606,0.9057004843744868,0.4117647901185539,1.9386666542069368,6.254347156035876,0.1323528104764484,0.2717410396030821,2.562593906243793,2.176419764369382,2.1821739320739155,3.472381535027661
0020,24.796778573545616,20.546425799300007,9.017518510026566,7.47184858753138,1.7499999999999993,13526.932830298552,1126298335.1259463,3.7791218279549113,0.5891066813932774,1.3390495660939383,0.4342943034581278,1.9223690590149631,0.044168822035296,0.0295198038090892,2.151734650984558,1.0672070063688257,6.1171403332977885,0.378521084213106
0021,39.27071753535779,35.5773025954623,10.068720738412017,9.12175653875348,2.8999999999999986,25005.98458315193,1126337002.380934,3.069251853648046,-0.5957776687036653,0.1560124619963395,0.6425804249242602,5.672004833735014,0.5293361586281787,0.181485541409449,2.0996772798397507,2.9805910748471605,1.441031024836937,2.0919857838732154
0022,22.82626726629086,22.30385165669009,9.842363848947054,9.617105621218618,1.3199999999999994,9553.01392579781,1126282080.2368712,5.857631731359091,0.0743506355906153,2.39196106533734,1.0858068985741072,5.821076924589629,0.0301688344363581,0.4497356392658664,2.4245895209176247,2.2810020067045578,2.486873853738625,4.793400618066732
0023,176.6510640529768,165.11411514183996,34.902834186861455,32.623356182998755,4.059999999999998,37377.14997384364,1126275914.6314366,3.646395839450945,0.8620605233892513,1.5974187762719472,2.956638239123757,5.251168189779201,0.4075922485647105,0.2821032778213599,0.6978339491683612,1.024754329072896,4.038227321165548,2.502499733590338
0024,31.59778037891244,27.55062762532572,10.462307774098528,9.122259289393158,2.019999999999999,16128.117245431948,1126328698.185122,5.5407392134257085,0.93137542225233,2.0918717146104635,0.2693668853123175,4.6142009351059885,0.176633400507836,0.1955668074943037,0.6216817840490232,1.153147204522643,3.584028337156212,1.979343686321141
0025,30.209600623298787,28.187035668866635,9.275289324044763,8.654298819636596,2.259999999999999,18461.702794376422,1126262409.5708864,3.088444829166748,-0.3246346002614443,0.4905297398541121,2.725088477727331,0.5187115437114486,0.4175379813349592,0.1900624115965789,0.3367349982567657,0.3481584315140627,0.7834690499262591,1.234628929082812
0026,176.9749125668702,172.88518135396464,30.570588407242305,29.8641295776116,4.7399999999999975,45399.97912553424,1126282613.000119,0.559751474861974,1.1147656597906916,1.9896705526970948,0.1677590541901061,0.2571856101457945,0.4057066321059712,0.1006967879511458,2.128584030714608,1.072875564175137,1.7354081299785244,2.259668049510997
