event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
0039,3,1,"[3.09, 11.69, 0.02]","[-0.567, 6.3746, 0.0]","[32.02105, 0.0, 60.93938]","[-0.06575, 0.26449, -6e-05]","[0.21344, -0.29, 0.00044]","[0.4308, 0.2669, 286.0336]","[1.0812, 0.1207, 75.1918]","[0.9585, 0.605, -41.071]","[0.11836, 0.01533, 285.1245]"
0040,3,2,"[36.34, 18.93, 0.46]","[12.6359, -3.965, 0.0057]","[0.0, 351.9699, 424.034]","[2.53507, -1.94734, -0.03069]","[-3.30032, 0.57894, 0.0107]","[0.5654, 0.9529, 14.3975]","[0.0336, -0.4033, -1.9978]","[0.3295, 0.303, -0.8611]","[0.00241, 0.0198, 11.58324]"
0041,3,1,"[11.76, 4.35, 1.36]","[-8.6934, 4.1772, 0.1209]","[0.625826, 0.0, 0.696596]","[-0.00594, -0.02585, 0.00067]","[-0.04504, 0.10097, -0.00373]","[0.762, 0.4595, 3.8981]","[0.3726, 0.2287, 0.0713]","[-0.1812, 0.0222, 0.3461]","[0.14083, 0.02755, 2.68354]"
0002,3,2,"[9.5, 12.46, 0.15]","[-2.1012, 3.7798, 0.0008]","[5.568014, 0.0, 11.67537]","[0.42287, -0.4516, 0.00247]","[-0.05212, 0.33828, -0.00064]","[0.6791, 0.3576, 42.4358]","[-0.7499, 0.01, -19.2341]","[0.1288, 0.3847, 7.1243]","[0.36163, 0.07867, 41.35255]"
0108,3,1,"[9.44, 2.3, 0.72]","[2.1774, -0.294, 0.0126]","[0.0, 68.51337, 69.74085]","[0.6992, -0.15579, -0.02747]","[1.0897, -0.17844, -0.02899]","[0.2496, 1.4614, 10.8494]","[0.1722, 0.5105, -0.6827]","[-0.2724, -1.8312, -4.1219]","[0.01535, 0.92954, 9.98966]"
0042,3,1,"[8.24, 0.47, 2.64]","[3.0343, 0.0131, -0.1838]","[0.0, 962.1019, 958.2188]","[-0.51682, 0.03607, 0.16608]","[-3.90307, 0.07684, 0.28997]","[0.4092, 12.5765, 2.7227]","[0.1123, 4.716, 0.9927]","[-0.0829, -5.9525, -2.7247]","[0.00502, 11.00317, 1.54391]"
0043,3,1,"[7.7, 9.03, 0.02]","[2.2658, -4.4732, 0.0001]","[0.0, 11.06087, 21.30374]","[-0.50055, 0.31802, 0.00096]","[0.15509, -0.08785, -0.00044]","[0.2292, 0.3468, 90.1554]","[-0.3545, -0.7421, 9.8175]","[0.1649, 0.3154, 14.3274]","[0.02637, 0.0885, 89.1558]"
0044,3,1,"[13.4, 1.43, 0.04]","[6.533, -1.2354, 0.0003]","[0.0, 13.62242, 24.76996]","[-0.0485, 0.09229, 0.00055]","[-0.29139, 0.16939, 0.00096]","[0.3387, 0.5754, 63.7961]","[0.516, 0.6267, 3.2692]","[-0.1344, -0.7727, -19.7089]","[0.05407, 0.23001, 62.76555]"
0045,3,1,"[24.39, 7.22, 0.4]","[3.7863, -1.2466, 0.0039]","[0.0, 318.4361, 366.399]","[2.3517, 0.01619, -0.00583]","[-2.59506, 1.2575, 0.03729]","[0.4582, 1.0177, 18.2608]","[0.0589, 0.8889, 6.3023]","[0.1612, -0.1113, 0.8464]","[0.01133, 0.23662, 16.5332]"
0003,3,2,"[13.31, 12.16, 0.18]","[-3.7742, 2.1347, 0.0005]","[104.3258, 0.0, 146.6291]","[0.55117, -1.54559, 0.00558]","[-0.4399, 0.21391, -0.00054]","[0.5247, 0.3071, 46.1612]","[-0.0018, -0.093, -4.1898]","[0.7006, 0.055, -5.1]","[0.08751, 0.01232, 44.98809]"
0109,3,1,"[1.42, 10.02, 0.14]","[-0.6998, 2.7647, 0.002]","[111.998, 0.0, 141.4112]","[-0.41215, 2.10191, -0.01083]","[-0.90806, 0.58794, -0.01926]","[0.942, 0.3454, 25.6919]","[0.7468, -0.1929, 7.7403]","[-0.9352, -0.1719, -6.2854]","[0.43673, 0.02419, 24.65625]"
0047,3,1,"[17.46, 5.06, 0.23]","[9.5539, -0.5277, 0.0019]","[0.0, 274.2872, 298.1718]","[0.59666, 0.05466, 0.00368]","[-2.63093, 0.71128, 0.02935]","[0.5397, 1.2374, 25.4338]","[0.311, 1.3912, 8.3321]","[0.1025, -0.126, -3.7604]","[0.00933, 0.34745, 23.6769]"
0110,3,1,"[8.06, 3.2, 0.07]","[1.5992, -0.3325, 0.0015]","[0.0, 276.0656, 289.6901]","[-1.44328, 0.13853, 0.00835]","[-2.10276, 0.45134, 0.02545]","[0.2054, 0.9876, 28.1353]","[0.0228, 1.3757, 8.1968]","[-0.0751, -1.0561, -1.5836]","[0.0056, 0.55617, 27.32324]"
0111,3,1,"[10.55, 4.61, 0.46]","[2.5226, -0.9414, 0.0042]","[0.0, 27.45726, 33.22913]","[-0.23345, 0.11583, 0.00418]","[-0.42808, 0.19498, 0.00777]","[0.2632, 0.7527, 17.7416]","[0.1115, 0.365, 4.4797]","[-0.3661, -0.9951, -4.4499]","[0.10165, 0.52849, 17.23534]"
0112,5,1,"[7.61, 10.63, 6.86, 4.88, 0.33]","[2.6457, -5.116, -2.4099, 8.2357, 0.0099]","[0.0, 6.895406, 7.852657, 6.716471, 11.47226]","[-0.01076, 0.22745, -0.20379, 0.10027, -0.0009]","[-0.36716, 0.09864, 0.12031, 0.22896, 0.00339]","[0.3316, 0.5781, 0.7415, 0.4453, 11.2695]","[0.2573, -0.3813, -0.3273, 0.2721, -1.4618]","[-0.0504, -0.4776, 0.6121, -0.3351, 1.677]","[0.04654, 0.24895, 0.37075, 0.11602, 10.24615]"
0113,2,1,"[8.06, 1.8]","[2.3642, -0.8516]","[0.0, 1934.14]","[-4.23316, 0.52136]","[0.50442, 0.2107]","[0.3476, 1.2516]","[0.0057, -0.6518]","[-0.0517, -0.9015]","[9e-05, 0.038]"
0114,3,1,"[10.64, 4.24, 0.08]","[2.5654, -0.4001, 0.0005]","[0.0, 6.004247, 7.600684]","[-0.06037, 0.00411, 0.00013]","[-0.10965, 0.05292, 0.00104]","[0.2475, 0.7866, 46.5761]","[0.2823, 1.5782, 15.5406]","[-0.3111, -0.2324, -1.8636]","[0.04997, 0.5253, 46.04751]"
0115,3,1,"[8.56, 6.79, 0.04]","[1.8594, -0.3721, 0.0001]","[0.0, 79.59036, 98.85321]","[1.464, -0.41239, -0.00366]","[0.0092, 0.18222, 0.0016]","[0.2492, 0.7064, 131.4694]","[-0.1508, -1.1454, -11.6054]","[0.0561, 1.2091, 38.3886]","[0.00745, 0.29321, 130.364]"
0004,3,2,"[13.43, 8.53, 0.4]","[7.2134, -1.4839, 0.0065]","[0.0, 8.423697, 11.97417]","[0.01737, -0.07947, -0.00175]","[-0.46321, 0.27315, 0.00708]","[0.3421, 0.6476, 13.7194]","[0.5348, 0.7388, 2.5971]","[0.0909, 0.5023, 1.2771]","[0.1545, 0.41482, 13.13055]"
0048,3,1,"[3.49, 9.57, 6.82]","[-1.3959, 6.8536, -4.8762]","[263.7724, 214.7625, 217.7823]","[0.17189, -0.72967, -0.61647]","[-0.41071, -0.24251, 0.19361]","[1.0161, 0.5206, 0.6345]","[0.4095, -0.2897, -0.3404]","[0.7409, -0.0058, 0.472]","[0.01213, 0.00205, 0.00304]"
0116,3,1,"[8.84, 1.63, 0.11]","[1.786, -0.2052, 0.0002]","[0.0, 108.8749, 118.6139]","[-0.21599, 0.09777, 0.00243]","[1.12605, -0.20191, -0.00515]","[0.2342, 0.9684, 71.3061]","[0.1017, 1.3708, 7.6681]","[0.1274, 1.7305, 15.5895]","[0.00568, 0.4885, 70.22937]"
0049,3,1,"[2.79, 12.27, 0.03]","[-0.8619, 5.6594, 0.0]","[22.2135, 0.0, 37.66241]","[-0.12017, 0.24429, -0.00042]","[-0.16877, 0.29695, -0.00046]","[0.5574, 0.3386, 165.3512]","[0.4494, 0.1286, -16.1026]","[-1.0744, -0.4942, -27.1918]","[0.11156, 0.02177, 163.6362]"
0117,3,1,"[2.2, 5.41, 8.76]","[2.6169, 1.1025, -2.1637]","[0.0, 155.2278, 155.1886]","[-1.39851, 0.06551, 0.09527]","[-2.01879, 0.22567, 0.33204]","[0.3556, 2.4911, 1.7465]","[0.0767, 1.0085, 0.8428]","[-0.1651, -0.547, -0.5561]","[0.01564, 1.73837, 1.06263]"
0052,3,1,"[2.53, 9.13, 0.0]","[1.7675, -7.0245, 0.0]","[0.0, 81.97254, 145.1817]","[0.73623, -0.37725, -0.00047]","[-0.11092, 0.03367, 2e-05]","[0.2263, 0.3441, 295.7924]","[-0.1618, -0.737, 24.4538]","[0.0815, 0.1716, -45.026]","[0.00548, 0.03861, 294.6149]"
0053,5,3,"[9.8, 11.81, 2.38, 12.7, 0.02]","[3.5916, -3.8245, -5.5669, 8.9614, 0.0001]","[0.0, 14.62509, 13.7726, 13.36222, 30.78525]","[0.05276, -0.23531, 0.21291, 0.02615, -1e-05]","[-0.46869, 0.17205, 0.21022, 0.32764, 0.00038]","[0.4408, 0.6676, 0.5696, 0.5345, 120.2977]","[0.1845, -0.2851, -0.1027, 0.3047, 0.2404]","[-0.0171, 0.5391, -0.5952, -0.1107, -11.5026]","[0.00828, 0.03732, 0.06222, 0.02505, 118.2502]"
0005,3,2,"[10.37, 13.11, 0.08]","[2.9664, -5.5911, 0.0001]","[0.0, 67.94767, 141.2441]","[0.30182, -0.11656, -0.00032]","[-0.54649, 0.39186, 0.00085]","[0.3464, 0.4993, 124.4746]","[0.1433, 0.5529, 30.4099]","[0.2638, 0.352, 13.2864]","[0.02937, 0.10799, 122.9156]"
0118,3,1,"[4.52, 9.31, 0.21]","[-0.7206, 2.4109, 0.0025]","[209.177, 0.0, 233.2329]","[-0.24944, 0.77694, -0.01049]","[-0.04446, 0.16511, -0.00264]","[0.8369, 0.3103, 22.2915]","[-1.1597, -0.2425, -5.0479]","[-0.2635, -0.0451, -4.7042]","[0.41026, 0.02594, 21.46586]"
0055,3,1,"[8.71, 0.33, 0.04]","[3.4454, -0.2297, 0.0001]","[0.0, 358.5572, 417.9366]","[-0.07968, 0.11034, 0.00144]","[1.3756, -0.31526, -0.00355]","[0.3965, 0.9576, 131.8587]","[0.2632, 1.7034, 13.6006]","[0.0683, 1.2059, 32.9681]","[0.00535, 0.32467, 130.5159]"
0119,3,1,"[5.36, 12.48, 2.32]","[3.6895, -1.0192, 0.1428]","[0.0, 18.37412, 18.76948]","[-0.50391, 0.02766, 0.00899]","[-0.73625, 0.30334, 0.07706]","[0.3376, 1.4211, 4.2609]","[0.14, 1.0504, 1.8979]","[-0.3848, -0.2351, -0.1757]","[0.12422, 1.10536, 3.81288]"
0057,3,1,"[3.98, 8.14, 0.16]","[-0.6644, 8.4852, 0.0011]","[22.30109, 0.0, 28.29791]","[0.19096, -0.40026, 0.00413]","[-0.17576, 0.36932, -0.00476]","[0.8838, 0.3809, 37.7884]","[-0.3885, -0.1626, 6.957]","[1.1695, 0.4888, 19.401]","[0.41791, 0.07043, 36.47725]"
0120,3,1,"[7.61, 8.77, 0.03]","[-1.3478, 2.986, 0.0]","[64.66837, 0.0, 88.24776]","[-0.16651, 0.76523, -0.00072]","[-0.35776, 0.55882, -0.00096]","[0.7464, 0.3622, 152.7609]","[0.6793, 0.0398, -7.8318]","[-0.5872, -0.2652, -17.976]","[0.03374, 0.00373, 147.5975]"
0121,3,1,"[5.26, 11.72, 2.96]","[2.1327, -2.7708, 0.8585]","[0.0, 11.93319, 11.97178]","[-0.29432, 0.07554, 0.03703]","[-0.02049, -0.01236, -0.0045]","[0.2676, 1.2792, 2.3137]","[-0.2582, -0.607, -0.6939]","[-0.0278, 0.2654, 0.282]","[0.12921, 1.03937, 2.02162]"
0016,5,3,"[13.49, 5.16, 2.0, 56.34, 55.73]","[9.9797, -4.4637, 0.6006, -174.6024, 170.8781]","[0.0, 0.198234, 0.212302, 0.023854, 0.02385]","[0.06109, -0.02336, -0.00412, 0.02034, 0.01708]","[0.00575, 0.02171, 0.00357, -0.05808, -0.05929]","[0.5538, 1.0854, 2.4703, 0.6694, 0.6613]","[-0.3113, -0.0491, -0.0089, 0.2428, 0.2618]","[-0.0441, 0.4785, 0.7048, 0.2368, 0.2008]","[0.37305, 0.86112, 2.15944, 0.47872, 0.47149]"
0122,3,1,"[8.48, 2.72, 0.31]","[2.0418, -0.2114, 0.0167]","[0.0, 82.68763, 83.29958]","[1.07265, -0.1581, -0.03798]","[1.17619, -0.15707, -0.03777]","[0.2009, 1.9451, 9.7215]","[0.0674, 0.0345, -0.2328]","[-0.3799, -2.3712, -4.0275]","[0.01057, 1.12631, 8.32334]"
0058,3,1,"[4.51, 9.12, 0.05]","[-3.6112, 7.0191, 0.0006]","[5.260636, 0.0, 19.266]","[0.3043, -0.65021, 0.00079]","[0.43383, -0.04149, 0.00074]","[0.4503, 0.3754, 44.5414]","[0.3507, -0.4917, -3.6714]","[-0.6753, -0.0762, -8.1638]","[0.18827, 0.13705, 43.539]"
0059,3,1,"[0.42, 10.04, 0.53]","[-2.2067, 6.3587, 0.0198]","[8.377473, 0.0, 10.74262]","[0.12966, -0.35919, 0.00515]","[-0.18646, 0.14609, -0.00675]","[0.8551, 0.4459, 8.5309]","[0.2158, -0.2846, 1.2614]","[0.6539, 0.2623, 2.1509]","[0.20015, 0.04182, 6.23068]"
0060,3,1,"[11.92, 0.86, 0.12]","[3.6336, -0.032, 0.0005]","[0.0, 4808.964, 4824.197]","[-8.35875, 0.19114, 0.02742]","[5.47237, -0.27308, -0.03394]","[0.4261, 4.9891, 60.3174]","[-0.0819, 3.1151, 7.5166]","[0.2177, 6.1205, 35.4638]","[0.00033, 2.90226, 57.23993]"
0123,3,1,"[9.84, 6.56, 0.45]","[-0.8214, 1.7429, 0.0041]","[54.65762, 0.0, 62.02844]","[-0.18836, 0.38345, -0.00815]","[-0.17089, 0.56597, -0.00854]","[0.6929, 0.1891, 16.9786]","[-0.1046, 0.1006, -0.7332]","[-1.1405, -0.2716, -3.4004]","[0.45696, 0.04303, 16.47958]"
0124,3,1,"[8.53, 3.25, 0.45]","[2.0048, -0.5251, 0.0043]","[0.0, 14.8372, 16.14778]","[0.04508, 0.01376, 0.00043]","[-0.2989, 0.09073, 0.00568]","[0.2459, 0.9146, 17.0396]","[0.2636, 1.284, 4.9042]","[-0.0182, -0.5128, -0.8091]","[0.03681, 0.58766, 16.42525]"
0061,3,1,"[4.61, 20.96, 0.06]","[-1.1177, 7.8738, 0.0002]","[12.51808, 0.0, 27.01895]","[0.66662, -0.84214, 0.00288]","[-0.6816, 1.04676, -0.00286]","[0.4454, 0.2531, 78.4564]","[0.0838, 0.1843, -3.6545]","[1.0933, 0.63, 22.7321]","[0.29624, 0.12142, 78.03012]"
0062,3,1,"[8.5, 0.18, 0.42]","[7.9254, 0.004, -0.0244]","[0.0, 341.0495, 340.658]","[-1.58961, 0.03008, 0.07907]","[-0.73232, 0.01238, 0.02994]","[0.4703, 23.9291, 7.2139]","[-0.3194, -11.724, -7.2576]","[-0.2288, -11.7758, -5.1933]","[0.00416, 22.45002, 5.97535]"
0063,5,2,"[1.53, 6.24, 13.56, 14.82, 0.06]","[2.3859, -2.0926, -8.7587, 10.1549, 0.0002]","[0.0, 3.656299, 2.801129, 2.780814, 9.758566]","[0.10677, 0.26913, -0.37303, -0.29069, 9e-05]","[-0.50468, 0.26151, 0.15085, 0.29561, 0.00067]","[0.2469, 0.4238, 0.3415, 0.3118, 80.6377]","[0.3534, -0.1133, -0.5887, -0.0772, 8.1985]","[0.1523, -0.8927, 0.4486, 0.6077, -7.8064]","[0.05556, 0.17345, 0.10522, 0.09017, 79.60927]"
0125,3,1,"[11.32, 4.64, 0.55]","[1.8214, -0.3165, 0.0052]","[0.0, 120.582, 122.791]","[0.15795, -0.06533, -0.0075]","[-1.38376, 0.19888, 0.02361]","[0.2385, 1.6005, 16.5057]","[0.095, 1.4609, 5.7958]","[0.148, 1.1772, 3.994]","[0.00541, 0.65139, 14.36908]"
0064,3,1,"[5.86, 9.54, 0.04]","[-1.8182, 3.1226, 0.0003]","[41.4634, 0.0, 51.70156]","[-0.21548, 0.53107, -0.00171]","[0.00808, 0.20435, -0.00046]","[0.815, 0.3989, 59.902]","[-0.7444, -0.1795, -3.1858]","[0.1735, -0.0943, -9.9946]","[0.05826, 0.00537, 57.19121]"
0006,3,2,"[11.4, 19.05, 0.03]","[-1.8601, 5.5692, 0.0001]","[113.7068, 0.0, 214.7912]","[-1.01786, 1.67823, -0.00316]","[-0.07146, -0.0646, 6e-05]","[0.6008, 0.4336, 109.2614]","[-0.8176, -0.3755, -27.0853]","[-0.1689, 0.0147, 6.8015]","[0.13126, 0.03717, 108.0106]"
0065,3,1,"[9.76, 4.62, 0.02]","[3.0263, -0.6419, 0.0]","[0.0, 335.0973, 397.4075]","[-2.25155, 0.58156, 0.00356]","[1.51546, -0.34656, -0.0025]","[0.4165, 0.9604, 190.2676]","[-0.0108, -0.6533, -19.1002]","[0.0998, 1.0643, 66.536]","[0.00414, 0.19377, 188.181]"
0066,5,1,"[9.16, 4.21, 7.8, 4.3, 0.12]","[8.0072, 1.7967, -5.7751, -1.6417, 0.0015]","[3999.775, 0.0, 4021.496, 4255.781, 4299.285]","[1.41992, 0.2454, 2.21846, -0.69674, -0.00755]","[-3.8577, 10.17537, -2.22974, -0.83204, -0.03619]","[0.617, 0.2528, 0.85, 1.4648, 28.3835]","[-0.0753, -0.0208, -0.318, -0.346, 7.412]","[0.127, -0.0356, 0.3075, -0.8399, -2.8456]","[0.00184, 9e-05, 0.00681, 0.04869, 25.03525]"
0067,4,1,"[5.94, 7.89, 13.98, 4.1]","[2.6729, -7.4817, 10.043, -2.0767]","[0.0, 102.8158, 102.2073, 116.7806]","[0.71812, -0.52497, -0.55667, 0.02181]","[-0.53814, -0.12167, 0.11202, 0.46949]","[0.3697, 0.5527, 0.4906, 0.6114]","[-0.0202, -0.4471, -0.391, 0.7721]","[0.1507, -0.3659, 0.0839, -0.1907]","[0.00112, 0.01202, 0.00612, 0.0108]"
0007,3,2,"[15.61, 9.3, 0.25]","[2.0566, -0.8373, 0.0014]","[0.0, 12.06187, 15.64255]","[0.46471, -0.23925, -0.00499]","[-1.10338, 0.52467, 0.01149]","[0.1451, 0.4604, 27.5228]","[0.3446, 0.7954, 1.7436]","[0.3549, 0.9235, 1.7048]","[0.06129, 0.34794, 27.25898]"
0008,3,2,"[8.76, 19.63, 0.07]","[3.324, -8.51, 0.0002]","[0.0, 71.00231, 124.2523]","[1.90818, -1.16363, -0.00339]","[-0.6145, 0.11901, 0.00149]","[0.3981, 0.551, 83.0022]","[-0.2327, -0.5649, 2.4248]","[0.0854, 0.0003, 19.8227]","[0.01281, 0.04517, 81.02161]"
0069,3,1,"[12.65, 1.92, 0.26]","[3.0514, -0.5574, 0.0034]","[0.0, 41.54354, 46.63538]","[-0.29214, 0.1033, 0.00546]","[-0.6593, 0.23843, 0.01192]","[0.318, 0.9768, 19.5514]","[0.2707, 0.9644, 4.2448]","[-0.2531, -0.9299, -5.7806]","[0.05524, 0.57689, 18.7379]"
0070,3,1,"[8.04, 3.42, 0.15]","[3.4127, -1.0302, 0.0055]","[0.0, 472.3136, 497.9266]","[2.287, -0.91304, -0.03958]","[3.47557, -0.0837, -0.01399]","[0.4494, 1.3011, 15.8658]","[0.0039, -1.0302, -5.3913]","[-0.1005, 0.0008, -3.0786]","[0.00266, 0.21492, 13.7849]"
0101,3,2,"[10.81, 15.45, 6.44]","[-0.8709, 1.8292, 0.0755]","[12.96783, 0.0, 13.23221]","[0.01935, -0.16432, 0.005]","[-0.05641, 0.13354, -0.01194]","[1.1951, 0.2039, 5.1348]","[0.7839, -0.0584, 1.8292]","[0.7562, 0.2894, 0.7107]","[0.96078, 0.0456, 4.80616]"
0071,3,1,"[2.12, 11.38, 0.03]","[-0.3562, 12.7505, 0.0002]","[41.75225, 0.0, 53.97741]","[-0.12846, 0.27678, -0.0015]","[-0.14331, 0.39036, -0.00178]","[0.9233, 0.4094, 83.8575]","[0.106, 0.1183, 7.911]","[-1.6738, -0.5063, -28.9529]","[0.37901, 0.03761, 82.44645]"
0072,3,1,"[0.99, 18.4, 1.3]","[-1.0494, 3.0603, 0.0406]","[391.4985, 0.0, 398.6884]","[0.34924, -2.39804, 0.0596]","[-0.50069, 1.59951, -0.08449]","[1.3254, 0.4063, 6.9028]","[0.2862, -0.0739, 1.6311]","[0.9884, 0.1425, 2.747]","[0.52502, 0.0081, 5.64921]"
0009,3,2,"[8.12, 8.8, 0.01]","[1.7702, -3.3253, 0.0]","[0.0, 77.97033, 154.9592]","[-0.94102, 0.50231, 0.0005]","[-0.64374, 0.36967, 0.00035]","[0.2174, 0.3466, 446.4262]","[-0.0783, -0.244, -18.1263]","[-0.2036, -0.8174, -56.6344]","[0.01344, 0.07378, 445.316]"
0017,5,3,"[9.03, 5.0, 11.46, 13.06, 0.03]","[3.3336, -1.3635, -9.4683, 9.9373, 0.0]","[0.0, 45.00807, 16.4653, 16.11219, 103.5277]","[0.74035, -0.00476, -0.41174, -0.63899, -0.00016]","[-0.41992, 0.53798, -0.57046, -0.36013, 0.00067]","[0.3694, 0.5999, 0.4644, 0.4219, 164.426]","[-0.1029, 0.9447, 0.2709, -0.1528, 33.517]","[0.2951, -0.0316, -0.5649, -0.4585, 10.0112]","[0.01896, 0.10243, 0.03978, 0.02824, 162.3223]"
